RTM_Spread_Avg,HourInt,DeliveryDate,HourEnding_node,BusName_node,LMP_node,DSTFlag_node,HourEnding_hub,BusName_hub,LMP_hub,DSTFlag_hub,DAM_Spread,Alpha_PnL,Net_PnL,Node,DAM_Bus,DAM_Hub,Date,Date_dt,Lag1_RTM_Spread,Lag1_Date,Lag_Days
2.2023076923076923,11,2026-02-04,11:00,AMO_AMOCO_G2,8.91,False,11:00,NORTH,7.65,False,-1.2599999999999998,3.462307692307692,2.462307692307692,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-04,2026-02-04,3.670833333333333,2026-02-03,1.0
-0.315,11,2026-02-05,11:00,AMO_AMOCO_G2,1.88,False,11:00,NORTH,0.44,False,-1.44,1.125,0.125,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-05,2026-02-05,2.2023076923076923,2026-02-04,1.0
0.7775,11,2026-02-07,11:00,AMO_AMOCO_G2,4.06,False,11:00,NORTH,5.18,False,1.12,-0.3425000000000001,-1.3425000000000002,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-07,2026-02-07,0.0583333333333332,2026-02-06,1.0
20.25583333333333,12,2026-01-28,12:00,AMO_AMOCO_G2,35.14,False,12:00,NORTH,42.78,False,7.640000000000001,12.615833333333333,11.615833333333333,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-28,2026-01-28,0.0391666666666671,2026-01-27,1.0
-0.1766666666666666,12,2026-01-29,12:00,AMO_AMOCO_G2,16.31,False,12:00,NORTH,7.3,False,-9.009999999999998,8.833333333333332,7.833333333333332,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-29,2026-01-29,20.25583333333333,2026-01-28,1.0
4.8975,12,2026-02-01,12:00,AMO_AMOCO_G2,21.04,False,12:00,NORTH,23.4,False,2.359999999999999,2.5375000000000005,1.5375000000000003,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-01,2026-02-01,12.690833333333336,2026-01-31,1.0
1.3325,12,2026-02-04,12:00,AMO_AMOCO_G2,5.08,False,12:00,NORTH,3.6,False,-1.48,2.8125,1.8125,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-04,2026-02-04,3.6458333333333335,2026-02-03,1.0
-0.5266666666666667,12,2026-02-05,12:00,AMO_AMOCO_G2,1.26,False,12:00,NORTH,0.11,False,-1.15,0.6233333333333332,-0.3766666666666668,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-05,2026-02-05,1.3325,2026-02-04,1.0
0.88,12,2026-02-07,12:00,AMO_AMOCO_G2,2.11,False,12:00,NORTH,3.73,False,1.62,-0.7400000000000001,-1.7400000000000002,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-07,2026-02-07,0.0366666666666664,2026-02-06,1.0
19.621666666666663,13,2026-01-28,13:00,AMO_AMOCO_G2,27.16,False,13:00,NORTH,33.53,False,6.370000000000001,13.251666666666663,12.251666666666663,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-28,2026-01-28,19.13083333333333,2026-01-27,1.0
-0.2391666666666665,13,2026-01-29,13:00,AMO_AMOCO_G2,11.41,False,13:00,NORTH,4.41,False,-7.0,6.760833333333333,5.760833333333333,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-29,2026-01-29,19.621666666666663,2026-01-28,1.0
3.496666666666666,13,2026-02-01,13:00,AMO_AMOCO_G2,19.14,False,13:00,NORTH,21.23,False,2.09,1.4066666666666665,0.4066666666666663,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-01,2026-02-01,15.824166666666668,2026-01-31,1.0
-0.5146666666666666,13,2026-02-05,13:00,AMO_AMOCO_G2,1.19,False,13:00,NORTH,0.07,False,-1.12,0.6053333333333333,-0.3946666666666667,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-05,2026-02-05,0.9715384615384616,2026-02-04,1.0
0.0008333333333333,13,2026-02-07,13:00,AMO_AMOCO_G2,1.93,False,13:00,NORTH,3.38,False,1.45,-1.4491666666666667,-2.4491666666666667,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-07,2026-02-07,0.0716666666666666,2026-02-06,1.0
18.9625,14,2026-01-28,14:00,AMO_AMOCO_G2,22.67,False,14:00,NORTH,27.4,False,4.729999999999997,14.232500000000002,13.232500000000002,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-28,2026-01-28,22.2075,2026-01-27,1.0
-0.0908333333333333,14,2026-01-29,14:00,AMO_AMOCO_G2,12.2,False,14:00,NORTH,4.91,False,-7.289999999999999,7.199166666666666,6.199166666666666,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-29,2026-01-29,18.9625,2026-01-28,1.0
1.518333333333333,14,2026-02-01,14:00,AMO_AMOCO_G2,16.29,False,14:00,NORTH,18.15,False,1.8599999999999992,-0.3416666666666661,-1.341666666666666,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-01,2026-02-01,15.414166666666668,2026-01-31,1.0
-0.0815384615384615,14,2026-02-05,14:00,AMO_AMOCO_G2,1.02,False,14:00,NORTH,0.1,False,-0.92,0.8384615384615385,-0.1615384615384615,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-05,2026-02-05,0.1933333333333333,2026-02-04,1.0
0.0,14,2026-02-07,14:00,AMO_AMOCO_G2,1.87,False,14:00,NORTH,1.9,False,0.0299999999999998,-0.0299999999999998,-1.0299999999999998,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-07,2026-02-07,0.2925000000000004,2026-02-06,1.0
12.514166666666668,15,2026-01-28,15:00,AMO_AMOCO_G2,22.45,False,15:00,NORTH,27.25,False,4.800000000000001,7.714166666666667,6.714166666666667,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-28,2026-01-28,33.86333333333333,2026-01-27,1.0
-0.1166666666666667,15,2026-01-29,15:00,AMO_AMOCO_G2,10.35,False,15:00,NORTH,5.9,False,-4.449999999999999,4.333333333333332,3.333333333333332,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-29,2026-01-29,12.514166666666668,2026-01-28,1.0
0.0,15,2026-02-01,15:00,AMO_AMOCO_G2,9.29,False,15:00,NORTH,10.98,False,1.6900000000000013,-1.6900000000000013,-2.6900000000000013,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-01,2026-02-01,13.611666666666666,2026-01-31,1.0
0.145,15,2026-02-04,15:00,AMO_AMOCO_G2,4.83,False,15:00,NORTH,-1.5,False,-6.33,6.4750000000000005,5.4750000000000005,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-04,2026-02-04,0.0116666666666666,2026-02-03,1.0
0.0683333333333333,15,2026-02-05,15:00,AMO_AMOCO_G2,0.4,False,15:00,NORTH,0.1,False,-0.3,0.3683333333333334,-0.6316666666666666,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-05,2026-02-05,0.145,2026-02-04,1.0
0.5749999999999994,15,2026-02-06,15:00,AMO_AMOCO_G2,10.2,False,15:00,NORTH,10.52,False,0.3200000000000003,0.2549999999999991,-0.7450000000000009,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-06,2026-02-06,0.0683333333333333,2026-02-05,1.0
-0.0066666666666666,15,2026-02-07,15:00,AMO_AMOCO_G2,1.78,False,15:00,NORTH,1.45,False,-0.33,0.3233333333333334,-0.6766666666666665,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-07,2026-02-07,0.5749999999999994,2026-02-06,1.0
12.380833333333332,16,2026-01-28,16:00,AMO_AMOCO_G2,20.04,False,16:00,NORTH,26.28,False,6.240000000000002,6.140833333333331,5.140833333333331,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-28,2026-01-28,36.63333333333333,2026-01-27,1.0
-0.2500000000000002,16,2026-01-29,16:00,AMO_AMOCO_G2,12.02,False,16:00,NORTH,7.17,False,-4.85,4.6,3.5999999999999996,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-29,2026-01-29,12.380833333333332,2026-01-28,1.0
0.0,16,2026-02-01,16:00,AMO_AMOCO_G2,5.49,False,16:00,NORTH,7.36,False,1.87,-1.87,-2.87,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-01,2026-02-01,12.25,2026-01-31,1.0
0.3550000000000001,16,2026-02-04,16:00,AMO_AMOCO_G2,4.01,False,16:00,NORTH,-2.29,False,-6.3,6.655,5.655,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-04,2026-02-04,0.0416666666666666,2026-02-03,1.0
0.093076923076923,16,2026-02-05,16:00,AMO_AMOCO_G2,0.38,False,16:00,NORTH,0.07,False,-0.31,0.403076923076923,-0.5969230769230769,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-05,2026-02-05,0.3550000000000001,2026-02-04,1.0
0.7641666666666671,16,2026-02-06,16:00,AMO_AMOCO_G2,8.77,False,16:00,NORTH,9.23,False,0.4600000000000008,0.3041666666666662,-0.6958333333333337,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-06,2026-02-06,0.093076923076923,2026-02-05,1.0
-0.0423076923076923,16,2026-02-07,16:00,AMO_AMOCO_G2,0.71,False,16:00,NORTH,0.62,False,-0.0899999999999999,0.0476923076923076,-0.9523076923076924,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-07,2026-02-07,0.7641666666666671,2026-02-06,1.0
2.8961538461538465,17,2026-01-28,17:00,AMO_AMOCO_G2,36.88,False,17:00,NORTH,44.12,False,7.239999999999995,-4.343846153846148,-5.343846153846148,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-28,2026-01-28,1.8133333333333337,2026-01-27,1.0
-0.1583333333333331,17,2026-01-29,17:00,AMO_AMOCO_G2,19.49,False,17:00,NORTH,14.55,False,-4.939999999999998,4.7816666666666645,3.781666666666665,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-29,2026-01-29,2.8961538461538465,2026-01-28,1.0
0.0,17,2026-02-01,17:00,AMO_AMOCO_G2,12.11,False,17:00,NORTH,12.45,False,0.3399999999999998,-0.3399999999999998,-1.34,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-01,2026-02-01,6.1825,2026-01-31,1.0
0.3266666666666665,17,2026-02-04,17:00,AMO_AMOCO_G2,5.28,False,17:00,NORTH,0.44,False,-4.84,5.166666666666666,4.166666666666666,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-04,2026-02-04,0.1716666666666669,2026-02-03,1.0
-0.0158333333333333,17,2026-02-05,17:00,AMO_AMOCO_G2,3.82,False,17:00,NORTH,4.48,False,0.6600000000000006,-0.675833333333334,-1.675833333333334,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-05,2026-02-05,0.3266666666666665,2026-02-04,1.0
-0.3007142857142857,17,2026-02-07,17:00,AMO_AMOCO_G2,2.73,False,17:00,NORTH,3.75,False,1.02,-1.3207142857142855,-2.3207142857142857,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-07,2026-02-07,0.0766666666666664,2026-02-06,1.0
-0.8258333333333342,18,2026-01-28,18:00,AMO_AMOCO_G2,98.99,False,18:00,NORTH,109.62,False,10.63000000000001,-11.455833333333343,-12.455833333333343,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-28,2026-01-28,9.088333333333331,2026-01-27,1.0
-0.0546153846153835,18,2026-01-30,18:00,AMO_AMOCO_G2,46.49,False,18:00,NORTH,49.07,False,2.5799999999999983,-2.634615384615382,-3.634615384615382,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-30,2026-01-30,0.0,2026-01-29,1.0
0.0,18,2026-02-01,18:00,AMO_AMOCO_G2,38.08,False,18:00,NORTH,39.31,False,1.230000000000004,-1.230000000000004,-2.230000000000004,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-01,2026-02-01,29.10285714285714,2026-01-31,1.0
0.1899999999999997,18,2026-02-04,18:00,AMO_AMOCO_G2,24.12,False,18:00,NORTH,23.52,False,-0.6000000000000014,0.7900000000000011,-0.2099999999999988,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-04,2026-02-04,0.8566666666666679,2026-02-03,1.0
0.0,18,2026-02-05,18:00,AMO_AMOCO_G2,25.87,False,18:00,NORTH,27.58,False,1.7099999999999973,-1.7099999999999973,-2.7099999999999973,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-05,2026-02-05,0.1899999999999997,2026-02-04,1.0
0.1871428571428574,18,2026-02-06,18:00,AMO_AMOCO_G2,39.77,False,18:00,NORTH,41.71,False,1.9399999999999975,-1.7528571428571402,-2.75285714285714,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-06,2026-02-06,0.0,2026-02-05,1.0
-0.363571428571428,18,2026-02-07,18:00,AMO_AMOCO_G2,30.15,False,18:00,NORTH,31.82,False,1.6700000000000017,-2.0335714285714297,-3.0335714285714297,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-07,2026-02-07,0.1871428571428574,2026-02-06,1.0
-1.7474999999999976,19,2026-01-28,19:00,AMO_AMOCO_G2,70.49,False,19:00,NORTH,83.04,False,12.550000000000011,-14.297500000000008,-15.297500000000008,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-28,2026-01-28,7.8975000000000035,2026-01-27,1.0
102.65083333333337,19,2026-01-31,19:00,AMO_AMOCO_G2,68.64,False,19:00,NORTH,76.67,False,8.030000000000001,94.62083333333337,93.62083333333337,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-31,2026-01-31,2.915833333333334,2026-01-30,1.0
0.0,19,2026-02-01,19:00,AMO_AMOCO_G2,44.6,False,19:00,NORTH,47.84,False,3.240000000000002,-3.240000000000002,-4.240000000000002,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-01,2026-02-01,102.65083333333337,2026-01-31,1.0
0.0,19,2026-02-04,19:00,AMO_AMOCO_G2,36.45,False,19:00,NORTH,41.59,False,5.140000000000001,-5.140000000000001,-6.140000000000001,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-04,2026-02-04,1.4716666666666676,2026-02-03,1.0
0.8092857142857142,19,2026-02-05,19:00,AMO_AMOCO_G2,39.06,False,19:00,NORTH,54.84,False,15.78,-14.970714285714289,-15.970714285714289,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-05,2026-02-05,0.0,2026-02-04,1.0
1.3866666666666667,19,2026-02-06,19:00,AMO_AMOCO_G2,40.29,False,19:00,NORTH,63.31,False,23.020000000000003,-21.633333333333336,-22.633333333333336,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-06,2026-02-06,0.8092857142857142,2026-02-05,1.0
0.0,19,2026-02-07,19:00,AMO_AMOCO_G2,28.67,False,19:00,NORTH,35.17,False,6.5,-6.5,-7.5,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-07,2026-02-07,1.3866666666666667,2026-02-06,1.0
-0.3058333333333334,20,2026-01-28,20:00,AMO_AMOCO_G2,66.43,False,20:00,NORTH,77.97,False,11.539999999999992,-11.845833333333326,-12.845833333333326,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-28,2026-01-28,0.0,2026-01-27,1.0
0.0,20,2026-01-30,20:00,AMO_AMOCO_G2,65.94,False,20:00,NORTH,75.9,False,9.960000000000008,-9.960000000000008,-10.960000000000008,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-30,2026-01-30,0.125,2026-01-29,1.0
265.3208333333333,20,2026-01-31,20:00,AMO_AMOCO_G2,69.59,False,20:00,NORTH,76.07,False,6.47999999999999,258.8408333333333,257.8408333333333,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-01-31,2026-01-31,0.0,2026-01-30,1.0
0.0,20,2026-02-01,20:00,AMO_AMOCO_G2,36.84,False,20:00,NORTH,39.92,False,3.0799999999999983,-3.0799999999999983,-4.079999999999998,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-01,2026-02-01,265.3208333333333,2026-01-31,1.0
0.7208333333333332,20,2026-02-04,20:00,AMO_AMOCO_G2,37.47,False,20:00,NORTH,51.01,False,13.54,-12.819166666666666,-13.819166666666666,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-04,2026-02-04,0.6424999999999995,2026-02-03,1.0
0.4516666666666668,20,2026-02-05,20:00,AMO_AMOCO_G2,40.35,False,20:00,NORTH,58.84,False,18.49,-18.038333333333338,-19.038333333333338,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-05,2026-02-05,0.7208333333333332,2026-02-04,1.0
-0.1550000000000005,20,2026-02-06,20:00,AMO_AMOCO_G2,39.84,False,20:00,NORTH,65.91,False,26.069999999999993,-26.22499999999999,-27.22499999999999,AMO_AMOCO_G2,AMO_AMOCO_G2,NORTH,2026-02-06,2026-02-06,0.4516666666666668,2026-02-05,1.0
-0.1433333333333334,10,2026-01-29,10:00,BRAUNIG_VHB2,30.48,False,10:00,NORTH,13.68,False,-16.8,16.656666666666666,15.656666666666666,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-01-29,2026-01-29,27.492500000000003,2026-01-28,1.0
9.040833333333332,10,2026-02-01,10:00,BRAUNIG_VHB2,24.82,False,10:00,NORTH,27.18,False,2.359999999999999,6.680833333333334,5.680833333333334,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-01,2026-02-01,7.969166666666666,2026-01-31,1.0
-11.7,10,2026-02-02,10:00,BRAUNIG_VHB2,10.41,False,10:00,NORTH,0.87,False,-9.54,-2.16,-3.16,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-02,2026-02-02,9.040833333333332,2026-02-01,1.0
-1.85,10,2026-02-04,10:00,BRAUNIG_VHB2,9.69,False,10:00,NORTH,13.08,False,3.390000000000001,-5.24,-6.24,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-04,2026-02-04,9.88923076923077,2026-02-03,1.0
15.478333333333332,10,2026-02-09,10:00,BRAUNIG_VHB2,16.45,False,10:00,NORTH,21.0,False,4.550000000000001,10.928333333333333,9.928333333333333,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-09,2026-02-09,0.0,2026-02-08,1.0
-6.449166666666667,10,2026-02-10,10:00,BRAUNIG_VHB2,20.7,False,10:00,NORTH,28.3,False,7.600000000000001,-14.049166666666668,-15.049166666666668,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-10,2026-02-10,15.478333333333332,2026-02-09,1.0
2.2975,10,2026-02-23,10:00,BRAUNIG_VHB2,6.47,False,10:00,NORTH,5.36,False,-1.1099999999999994,3.4074999999999993,2.4074999999999993,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-23,2026-02-23,2.1975,2026-02-22,1.0
-1.909166666666667,10,2026-02-24,10:00,BRAUNIG_VHB2,0.32,False,10:00,NORTH,-8.99,False,-9.31,7.400833333333334,6.400833333333334,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-24,2026-02-24,2.2975,2026-02-23,1.0
-3.8875,10,2026-02-26,10:00,BRAUNIG_VHB2,5.69,False,10:00,NORTH,2.23,False,-3.4600000000000004,-0.4274999999999993,-1.427499999999999,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-26,2026-02-26,2.3633333333333337,2026-02-25,1.0
6.440769230769233,10,2026-03-03,10:00,BRAUNIG_VHB2,10.15,False,10:00,NORTH,-3.07,False,-13.22,19.660769230769233,18.660769230769233,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-03-03,2026-03-03,17.65,2026-03-02,1.0
1.865,10,2026-03-04,10:00,BRAUNIG_VHB2,22.13,False,10:00,NORTH,22.63,False,0.5,1.365,0.365,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-03-04,2026-03-04,6.440769230769233,2026-03-03,1.0
1.3441666666666665,10,2026-03-05,10:00,BRAUNIG_VHB2,16.53,False,10:00,NORTH,18.04,False,1.509999999999998,-0.1658333333333317,-1.1658333333333315,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-03-05,2026-03-05,1.865,2026-03-04,1.0
4.144166666666667,10,2026-03-06,10:00,BRAUNIG_VHB2,9.34,False,10:00,NORTH,-3.03,False,-12.37,16.514166666666668,15.514166666666668,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-03-06,2026-03-06,1.3441666666666665,2026-03-05,1.0
4.425,10,2026-03-07,10:00,BRAUNIG_VHB2,12.99,False,10:00,NORTH,-5.11,False,-18.1,22.525,21.525,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-03-07,2026-03-07,4.144166666666667,2026-03-06,1.0
-4.746666666666667,10,2026-03-08,10:00,BRAUNIG_VHB2,22.86,False,10:00,NORTH,26.93,False,4.07,-8.816666666666666,-9.816666666666666,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-03-08,2026-03-08,4.425,2026-03-07,1.0
-0.5883333333333334,11,2026-01-29,11:00,BRAUNIG_VHB2,24.69,False,11:00,NORTH,12.75,False,-11.94,11.351666666666668,10.351666666666668,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-01-29,2026-01-29,31.5325,2026-01-28,1.0
11.076666666666666,11,2026-01-31,11:00,BRAUNIG_VHB2,34.11,False,11:00,NORTH,44.44,False,10.329999999999998,0.7466666666666679,-0.2533333333333321,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-01-31,2026-01-31,0.1250000000000003,2026-01-30,1.0
10.444166666666666,11,2026-02-01,11:00,BRAUNIG_VHB2,20.31,False,11:00,NORTH,23.22,False,2.91,7.534166666666666,6.534166666666666,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-01,2026-02-01,11.076666666666666,2026-01-31,1.0
-1.163333333333333,11,2026-02-02,11:00,BRAUNIG_VHB2,0.81,False,11:00,NORTH,-1.97,False,-2.78,1.616666666666667,0.6166666666666669,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-02,2026-02-02,10.444166666666666,2026-02-01,1.0
-2.89,11,2026-02-04,11:00,BRAUNIG_VHB2,5.18,False,11:00,NORTH,7.65,False,2.4700000000000006,-5.360000000000001,-6.360000000000001,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-04,2026-02-04,1.9183333333333332,2026-02-03,1.0
15.620833333333332,11,2026-02-09,11:00,BRAUNIG_VHB2,15.24,False,11:00,NORTH,17.99,False,2.7499999999999982,12.870833333333334,11.870833333333334,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-09,2026-02-09,1.875,2026-02-08,1.0
-8.675,11,2026-02-10,11:00,BRAUNIG_VHB2,21.76,False,11:00,NORTH,31.81,False,10.049999999999995,-18.725,-19.725,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-10,2026-02-10,15.620833333333332,2026-02-09,1.0
-0.5933333333333334,11,2026-02-14,11:00,BRAUNIG_VHB2,19.21,False,11:00,NORTH,19.72,False,0.509999999999998,-1.1033333333333313,-2.1033333333333313,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-14,2026-02-14,0.2361538461538464,2026-02-13,1.0
0.0708333333333333,11,2026-02-23,11:00,BRAUNIG_VHB2,2.27,False,11:00,NORTH,0.43,False,-1.84,1.9108333333333336,0.9108333333333334,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-23,2026-02-23,0.7483333333333334,2026-02-22,1.0
-0.7008333333333333,11,2026-02-24,11:00,BRAUNIG_VHB2,-0.45,False,11:00,NORTH,-6.88,False,-6.43,5.729166666666666,4.729166666666666,BRAUNIG_VHB2,BRAUNIG_VHB2,NORTH,2026-02-24,2026-02-24,0.0708333333333333,2026-02-23,1.0
